Indicator,Geographic Area,Geographic Identifier,Race,Sex,Age,Time Period,n (Unweighted),Estimate % (weighted),2.5%,97.5%
Neither past infection nor vaccination,District of Columbia,11,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,District of Columbia,11,Non-Hispanic White,Overall,Overall,2022 Quarter 1,1,0.94,0.15,5.53
Neither past infection nor vaccination,District of Columbia,11,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Delaware,10,Hispanic,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Delaware,10,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Delaware,10,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Delaware,10,Non-Hispanic White,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Delaware,10,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Florida,12,Hispanic,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Florida,12,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Florida,12,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Florida,12,Non-Hispanic White,Overall,Overall,2022 Quarter 1,1,16.47,2.42,61.06
Neither past infection nor vaccination,Florida,12,Other,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Georgia,13,Hispanic,Overall,Overall,2022 Quarter 1,1,4.63,0.76,23.48
Neither past infection nor vaccination,Georgia,13,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,2,14.12,3.83,40.45
Neither past infection nor vaccination,Georgia,13,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,2.28,0.39,12.35
Neither past infection nor vaccination,Georgia,13,Non-Hispanic White,Overall,Overall,2022 Quarter 1,101,7.07,4.23,11.59
Neither past infection nor vaccination,Georgia,13,Other,Overall,Overall,2022 Quarter 1,3,29.7,8.8,64.91
Neither past infection nor vaccination,Iowa,19,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Iowa,19,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Iowa,19,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Iowa,19,Non-Hispanic White,Overall,Overall,2022 Quarter 1,9,6.57,2.06,18.99
Neither past infection nor vaccination,Iowa,19,Other,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Idaho,16,Hispanic,Overall,Overall,2022 Quarter 1,1,5.64,0.89,28.58
Neither past infection nor vaccination,Idaho,16,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Idaho,16,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Idaho,16,Non-Hispanic White,Overall,Overall,2022 Quarter 1,98,8.27,6.27,10.84
Neither past infection nor vaccination,Idaho,16,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Illinois,17,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Illinois,17,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Illinois,17,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Illinois,17,Non-Hispanic White,Overall,Overall,2022 Quarter 1,65,8.97,5.76,13.69
Neither past infection nor vaccination,Illinois,17,Other,Overall,Overall,2022 Quarter 1,1,34.49,4.07,86.71
Neither past infection nor vaccination,Indiana,18,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Indiana,18,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Indiana,18,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Indiana,18,Non-Hispanic White,Overall,Overall,2022 Quarter 1,43,6.46,3.48,11.68
Neither past infection nor vaccination,Indiana,18,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Kansas,20,Hispanic,Overall,Overall,2022 Quarter 1,1,3.78,0.61,20.03
Neither past infection nor vaccination,Kansas,20,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Kansas,20,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Overall,Overall,USA,Overall,Overall,65 and over,2022 Quarter 4,22116,100,,
Neither past infection nor vaccination,Kansas,20,Non-Hispanic White,Overall,Overall,2022 Quarter 1,50,4.6,3.43,6.14
Neither past infection nor vaccination,Kansas,20,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Kentucky,21,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Kentucky,21,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Kentucky,21,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Kentucky,21,Non-Hispanic White,Overall,Overall,2022 Quarter 1,33,7.41,4.13,12.96
Neither past infection nor vaccination,Kentucky,21,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Louisiana,22,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Louisiana,22,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Louisiana,22,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,1.39,0.23,8
Neither past infection nor vaccination,Louisiana,22,Non-Hispanic White,Overall,Overall,2022 Quarter 1,73,11.18,7.71,15.94
Neither past infection nor vaccination,Louisiana,22,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Massachusetts,25,Non-Hispanic White,Overall,Overall,2022 Quarter 1,40,5.28,3.18,8.67
Neither past infection nor vaccination,Massachusetts,25,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Maryland,24,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Maryland,24,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Maryland,24,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,4.79,0.79,24.14
Neither past infection nor vaccination,Maryland,24,Non-Hispanic White,Overall,Overall,2022 Quarter 1,36,5.08,2.5,10.06
Neither past infection nor vaccination,Maryland,24,Other,Overall,Overall,2022 Quarter 1,1,19.09,2.62,67.39
Neither past infection nor vaccination,Maine,23,Hispanic,Overall,Overall,2022 Quarter 1,1,53.44,4.69,96.4
Neither past infection nor vaccination,Maine,23,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Maine,23,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Maine,23,Non-Hispanic White,Overall,Overall,2022 Quarter 1,19,7.34,3.96,13.21
Neither past infection nor vaccination,Maine,23,Other,Overall,Overall,2022 Quarter 1,1,56.15,5.15,96.79
Neither past infection nor vaccination,Michigan,26,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Michigan,26,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,1,10.21,1.61,44.11
Neither past infection nor vaccination,Michigan,26,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,11.08,1.69,47.4
Neither past infection nor vaccination,Michigan,26,Non-Hispanic White,Overall,Overall,2022 Quarter 1,121,9.76,6.7,14
Neither past infection nor vaccination,Michigan,26,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Minnesota,27,Hispanic,Overall,Overall,2022 Quarter 1,2,4.24,1.1,15
Neither past infection nor vaccination,Minnesota,27,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Minnesota,27,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Minnesota,27,Non-Hispanic White,Overall,Overall,2022 Quarter 1,121,7.64,5.55,10.43
Neither past infection nor vaccination,Minnesota,27,Other,Overall,Overall,2022 Quarter 1,1,13.14,1.96,53.41
Neither past infection nor vaccination,Missouri,29,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Missouri,29,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Missouri,29,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Missouri,29,Non-Hispanic White,Overall,Overall,2022 Quarter 1,60,6.99,4.75,10.17
Neither past infection nor vaccination,Missouri,29,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Mississippi,28,Hispanic,Overall,Overall,2022 Quarter 1,2,56.92,16.16,90.06
Neither past infection nor vaccination,Mississippi,28,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Mississippi,28,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,1.28,0.21,7.39
Neither past infection nor vaccination,Mississippi,28,Non-Hispanic White,Overall,Overall,2022 Quarter 1,48,7.51,4.55,12.15
Neither past infection nor vaccination,Mississippi,28,Other,Overall,Overall,2022 Quarter 1,2,100,34.24,100
Neither past infection nor vaccination,Montana,30,Hispanic,Overall,Overall,2022 Quarter 1,2,18.39,3.13,61.14
Neither past infection nor vaccination,Montana,30,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,1,6.62,0.78,38.9
Neither past infection nor vaccination,Montana,30,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,20.39,1.88,77.44
Neither past infection nor vaccination,Montana,30,Non-Hispanic White,Overall,Overall,2022 Quarter 1,68,7.6,5.45,10.51
Neither past infection nor vaccination,Montana,30,Other,Overall,Overall,2022 Quarter 1,1,21.21,3.07,69.56
Neither past infection nor vaccination,North Carolina,37,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,North Carolina,37,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,North Carolina,37,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,3.81,0.64,19.7
Neither past infection nor vaccination,North Carolina,37,Non-Hispanic White,Overall,Overall,2022 Quarter 1,139,7.97,5.67,11.09
Neither past infection nor vaccination,North Carolina,37,Other,Overall,Overall,2022 Quarter 1,1,12.72,1.95,51.61
Neither past infection nor vaccination,North Dakota,38,Hispanic,Overall,Overall,2022 Quarter 1,1,8.09,1.27,37.64
Neither past infection nor vaccination,North Dakota,38,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,1,7.65,1.16,36.86
Neither past infection nor vaccination,North Dakota,38,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,North Dakota,38,Non-Hispanic White,Overall,Overall,2022 Quarter 1,108,8.59,6.98,10.53
Neither past infection nor vaccination,North Dakota,38,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Nebraska,31,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Nebraska,31,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Nebraska,31,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Nebraska,31,Non-Hispanic White,Overall,Overall,2022 Quarter 1,64,8.06,6.02,10.71
Neither past infection nor vaccination,Nebraska,31,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New Hampshire,33,Hispanic,Overall,Overall,2022 Quarter 1,1,8.53,0.02,98.02
Neither past infection nor vaccination,New Hampshire,33,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New Hampshire,33,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,New Hampshire,33,Non-Hispanic White,Overall,Overall,2022 Quarter 1,23,6.09,3.66,9.96
Neither past infection nor vaccination,New Hampshire,33,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New Jersey,34,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New Jersey,34,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New Jersey,34,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,2,34.42,8.26,75.37
Neither past infection nor vaccination,New Jersey,34,Non-Hispanic White,Overall,Overall,2022 Quarter 1,20,7.56,3.97,13.94
Neither past infection nor vaccination,New Jersey,34,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New Mexico,35,Hispanic,Overall,Overall,2022 Quarter 1,52,5.92,4.26,8.18
Neither past infection nor vaccination,New Mexico,35,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New Mexico,35,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,2,15.82,3.21,51.55
Neither past infection nor vaccination,New Mexico,35,Non-Hispanic White,Overall,Overall,2022 Quarter 1,119,11.06,9.12,13.36
Neither past infection nor vaccination,New Mexico,35,Other,Overall,Overall,2022 Quarter 1,4,3.57,1.24,9.85
Neither past infection nor vaccination,Nevada,32,Hispanic,Overall,Overall,2022 Quarter 1,15,4.77,2.55,8.74
Neither past infection nor vaccination,Nevada,32,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,3,1.35,0.46,3.93
Neither past infection nor vaccination,Nevada,32,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,3,4.27,1.31,13.04
Neither past infection nor vaccination,Nevada,32,Non-Hispanic White,Overall,Overall,2022 Quarter 1,188,9.71,8.11,11.58
Neither past infection nor vaccination,Nevada,32,Other,Overall,Overall,2022 Quarter 1,9,7.62,3.81,14.65
Neither past infection nor vaccination,New York,36,Hispanic,Overall,Overall,2022 Quarter 1,2,10.35,2.56,33.6
Neither past infection nor vaccination,New York,36,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New York,36,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,New York,36,Non-Hispanic White,Overall,Overall,2022 Quarter 1,123,8.86,6.24,12.44
Neither past infection nor vaccination,New York,36,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Ohio,39,Hispanic,Overall,Overall,2022 Quarter 1,2,10.85,2.9,33.15
Neither past infection nor vaccination,Ohio,39,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,2,27.96,7.23,65.88
Neither past infection nor vaccination,Ohio,39,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,1.78,0.3,9.9
Neither past infection nor vaccination,Ohio,39,Non-Hispanic White,Overall,Overall,2022 Quarter 1,121,4.68,3.5,6.23
Neither past infection nor vaccination,Ohio,39,Other,Overall,Overall,2022 Quarter 1,1,6.78,1.06,33.02
Neither past infection nor vaccination,Oklahoma,40,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Oklahoma,40,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,,,
Neither past infection nor vaccination,Oklahoma,40,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Oklahoma,40,Non-Hispanic White,Overall,Overall,2022 Quarter 1,9,4.72,2.25,9.63
Neither past infection nor vaccination,Oklahoma,40,Other,Overall,Overall,2022 Quarter 1,1,28.88,3.39,82.46
Neither past infection nor vaccination,Oregon,41,Hispanic,Overall,Overall,2022 Quarter 1,2,4.24,1.07,15.29
Neither past infection nor vaccination,Oregon,41,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,1,4.77,0.78,24.26
Neither past infection nor vaccination,Oregon,41,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Oregon,41,Non-Hispanic White,Overall,Overall,2022 Quarter 1,95,10.52,7.76,14.13
Neither past infection nor vaccination,Oregon,41,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Pennsylvania,42,Hispanic,Overall,Overall,2022 Quarter 1,1,7.17,1.16,33.65
Neither past infection nor vaccination,Pennsylvania,42,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Pennsylvania,42,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,Pennsylvania,42,Non-Hispanic White,Overall,Overall,2022 Quarter 1,101,9.14,6.48,12.74
Neither past infection nor vaccination,Pennsylvania,42,Other,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,South Carolina,45,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,South Carolina,45,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,South Carolina,45,Non-Hispanic Black,Overall,Overall,2022 Quarter 1,1,4.8,0.79,24.09
Neither past infection nor vaccination,South Carolina,45,Non-Hispanic White,Overall,Overall,2022 Quarter 1,39,8.07,4.36,14.46
Neither past infection nor vaccination,South Carolina,45,Other,Overall,Overall,2022 Quarter 1,1,53.54,4.75,96.38
Neither past infection nor vaccination,South Dakota,46,Hispanic,Overall,Overall,2022 Quarter 1,0,0,,
Neither past infection nor vaccination,South Dakota,46,Non-Hispanic Asian,Overall,Overall,2022 Quarter 1,0,0,,
